Song,Artist,isHot
Rain / Ekoln,Olov Johansson_ Catriona Mckay,False
Korrupted - Remix,Tha Chamba,False
Sex Objekt,Jack Orsen & Taktlo$$,False
A La Memoria Del Muerto,Fruko Y Sus Tesos,False
Mother,Circular,False
Sayin' Dope,The Bucketheads,False
I'm Sitting Here Waiting,Eddie Boyd,False
My Bonnie Lies Over the Ocean,Kinky,False
Now You Know,The Real Kids,False
As Diehard As They Come (Album Version),Hatebreed,False
When The World Is Running Down_ You Make The Best Of What's Still Around,The Police,False
Reason With The Beast,Shriekback,False
So Jah Seh,Jackie Edwards,False
Joy In The Journey (The Final Word Album Version),Michael Card,False
Stronger Than Me,Amy Winehouse,False
Only For The Young,George Lopez,False
Medley Le\xc3\xafla Chico,Leila Chicot,False
The Hustle,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,False
Warrior's Quest,Ensiferum,False
Anti Geroi,Azis,False
Chorinho Pra Ele (Live),Richard Galliano,False
Serene,The Cosmosamatics,False
T'as 16 ans demain,Les Hou-Lops,False
Italian For Goodbye (skit),The Pharcyde,False
Lady Of Your Calibre,Gregory Isaacs,False
Recorda-Me,Bobby Hutcherson,False
Living Hell,Bitter End,False
Harajuku Girls,Gwen Stefani,False
City Slickers,Marc Shaiman,False
A Whiter Shade Of Pale (Live @ Fillmore West),King Curtis,False
Music is what we love,Wilks,False
Intro,40 Grit,False
Der Kleine Dompfaff,Line Renaud,False
The Ballad Of Sleeping Beauty,Sophie B. Hawkins,False
Midnight Star,Luna Orbit Project,False
Streets On Fire (Explicit Album Version),Lupe Fiasco,False
Prognosis,Steve Morse,False
Native Soul,Danilo Perez,False
Small World,Ethel Merman,False
Mayday,Natural Elements,False
Lake Of Dreams,Lisa Lynne,False
Swallow The Knife (Live) (Segue),Story Of The Year,False
Truck Driving Man/Down In The Caribbean,Leon Russell & New Grass Revival,False
Because Of You,Neil Sedaka,False
Hit The Lights,Metallica,False
Get It For Free,M\xc3\xb6tley Cr\xc3\xbce,False
Don't Tell Me,T-Bone,False
The Thrill Is Gone,Jude Taylor & His Burning Flames,False
Karuna,Bill Douglas,False
Have You Seen Her,The Red Telephone,False
Closing Scene,The Radio Dept.,False
Cancion Para Mi Muerte,Sui Generis,False
Fuego Caliente,M.I.K.E.,False
Lil Mama Getdown,DJ Spinn featuring Traxman,False
Slave To The Wage,Placebo,False
Un Tipo Como Yo,Willie Rosario,False
A Somber Wind from a Distant Shore (Album),Canis Dirus,False
I Can't Tame Wild Women,Bill Boyd's Cowboy Ramblers,False
Megatrend,Rummage,False
Pienso En Ti,Shakira,False
Las Murallas De Jeric\xc3\xb3,David Summers,False
Little Timmy,Vickie Winans,False
In The Name of the Father,Adr Lavey,False
This Time I'll Be Sweeter,Maysa,False
To Agalma,Antonis Remos,False
Marcando El Ritmo Al Caminar,La Portuaria,False
Only Do for Love,Cache Cache,False
Damisela Encantadora,Percy Faith And His Orchestra,False
You Are My Memoir,Stars Like Fleas,False
Donizetti: Roberto Devereux: L'ore trascorrono...,Gaetano Donizetti,False
Arrival,David Hudson,False
Erica,Justin,False
Whip It,DJ Slugo,False
You Can Always Come Home,Commissioned,False
Doctor Of Hearts (Album Version),THE CHIFFONS,False
La Vida En Rosa,S. Solis y Orquesta,False
Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman),Beenie Man Featuring Wyclef And Redman,False
Crying Time,Commander Cody And His Lost Planet Airmen,False
Little Bitty Pretty One,Dee Clark,False
Citizen Of The Planet,Simon & Garfunkel,False
The Blessing,Joi,False
Shooting Stars,Cauterize,False
The Cookie Bakers of the Night,Laurie Berkner,False
Ghost Town Rituals (Album Version),Nights Like These,False
Rattlesnake!,A Static Lullaby,False
Ain't No Love Ain't No Use (Love To Infinity Full Funk Mix),Tabu feat. Mitzib,False
Disappeared,John Wesley_ John Wesley,False
Un Peu D'Amour Et D'Amiti\xc3\xa9,Maurice Larcange,False
Morning Glory,Oasis,False
Doppelg\xc3\xa4nger [Qliphothic Phantasmagoria],Coph Nia,False
I don't Want to Be Alone Tonight,Jauida,False
Tomorrow Gone,Stew,False
Rudolph The Red-Nosed Reindeer,John Davis & Emma Doyle,False
A Higher Place (Album Version),Tom Petty,False
Wild Rose (Back 2 Basics Mix),Bombay Rockers,False
Jenny Take a Ride,Mitch Ryder,False
Got My Mojo Workin,Pucho & His Latin Soul Brothers,False
Clementina Santaf\xc3\xa8,Gloriana,False
Get Your Head Stuck On Your Neck,Soul Mekanik,False
Sono andati? Fingevo di dormire,Montserrat Caball\xc3\xa9;Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,False
Ten Tonne,Chase & Status,False
Sonnerie lalaleul\xc3\xa9 hi houuu,Blingtones,False
Rumba De Barcelona,Los Manolos,False
Loaded Like A Gun,Steel Rain,False
Kutt Free (DJ Volume Remix),Jinx,False
Rakkauden satu - Histoire d'un Amour -,Erkki Junkkarinen,False
Pero Me Acuerdo De T\xc3\xad,Christina Aguilera,False
The Illusionist,Scar Symmetry,False
Urgence,Sonia Dersion,False
God Bless You (Goddamn it),A Static Lullaby,False
La Route Est Belle,Oztara,False
Trapped In Reality,Headhunter,False
U Don't Hear Me Tho' (Street Mix),Rodney O & Joe Cooley,False
Terra,Luar Na Lubre,False
Cry Baby,The Johnny Otis Orchestra,False
California Dreamin' (LP Version),Baby Huey & The Baby Sitters,False
Have You Ever Seen The Rain,Creedence Clearwater Revived,False
Dumb Woman Blues,Elmore James,False
12 Seasons of Love,The Cosmosamatics,False
Interlude,B.A.D.,False
Our Darkest Days,Eighteen Visions,False
Hear Me Lord (2001 Digital Remaster),George Harrison,False
Courtyard,Bobbie Gentry,False
Undertow,Jackson United,False
Don't Let Go,Weezer,False
Lonely Street,Boots Randolph,False
Letting You Back In,Rising Lion,False
Everyone_ Everywhere_ Everytime,Greater Vision,False
This Is NOT a Crass Song,Anti-Flag,False
El ni\xc3\xb1o de la calle,Alfredo Guti\xc3\xa9rrez,False
What To Do Crying Waiting Hoping Learning The Game,Bobby Vee,False
Imagination,Hysterie,False
Something For The Pain,Robben Ford,False
Flashflood,Aesop Rock,False
Soul Searcher,Joe Lynn Turner,False
Skeletons (Live Acoustic Version),Rickie Lee Jones,False
Negativ Song,Headliners,False
Ojos Gitanos,C\xc3\xb3mplices,False
Nubia (LP Version),The Rascals,False
Zolte Slonie,Kasia Stankiewicz,False
Mira Nina,Emilio,False
Drifting From Town To Town,Bobby Bland,False
You're My World,Emilia,False
Solamente Una Vez,Nana Caymmi,False
Sahti Waari,Turisas,False
Nina Nina,Ch\xc3\xa9co Feliciano And Joe King,False
The Lords Prayer,Jane Winther,False
Blake's Worried Blues,Blind Blake,False
Allein,UKW,False
Still There For Me,Keb' Mo',False
Feelings,Shy FX & T Power,False
If You Love Me,Becky Baeling,False
Canyon People (World),R. Carlos Nakai,False
Girls Against Boys (LP Version),Vitamin C,False
Beholder of Justice (Album Version),Hatebreed (int License),False
Fui Mujer,Juan Carlos Baglietto,False
What is the best,Jah Legacy,False
Corner Stone,Bob Marley,False
Welcome Into My World,Ayo,False
Cave It In,Margaret Becker,False
Unleashed,Warren Barfield,False
Mi Suegra,Conjunto Clasico,False
Explorador,La Portuaria,False
Been Fighting Devilz,Snowgoons,False
Porque Me Gusta A Morir,Isabel Pantoja,False
Rio Grnade,Chanta Vielma,False
Monsieur qui s'engraisse,Mich\xc3\xa8le Bernard,False
So Glad,Chris Brown,False
Ulcer Breakout,Butthole Surfers,False
"G\xc3\xa9n\xc3\xa9rique - ""le gendarme et les gendarmettes",Raymond Lef\xc3\xa8vre,False
Freaks (Album Version),Soul Asylum,False
Val\xc3\xa9rie,Eric Demarsan,False
For Your Passion My Love,Aeoliah,False
Ala Kaboo (Idjut Boy's H-Bar Mix),Sound 5,False
Lovers Lane Boogie,Johnny Otis,False
Awake IV,Space Opera,False
Outro,Through the Eyes of the Dead,False
Gillum Blues,Jazz Gillum,False
Goodfellas,Neema,False
Oceans Of Love (LP Version),Jorgen Ingmann,False
Having You There,Mississippi Mass Choir,False
Naming Ceremony,Finest Dearest,False
Summer Nite,The Plasmatics,False
Protagonist (Album Version),Scalplock,False
Because He Loves Me,Amy Lambert,False
If I Talk To Him,Connie Smith,False
Black and Blue,Torcuato Mariano,False
Sidney Gorgeous,Claire Hamill,False
A True Friend,Dobby Dobson,False
Willie And The Pig,The Grease Band,False
Changed My Life,Baby Bash / Grimm,False
Sizofrenija(duet Ana Nikolic&Aca Lukas),Ana Nikolic,False
Baby,Brazilian Tropical Orchestra,False
Bread Or Blood (Single),4 Skins,False
Won Threw Ate,Story Of The Year,False
Dutty Wine,Tony Matterhorn,False
The Champ,Robben Ford,False
Hold On,White Heart,False
El Amor,Jose Luis Perales,False
Rock Star (LP Version),Zapp,False
Happiness Is Loving You,Tyrone Taylor,False
Negocio Prohibido,El Poder del Norte,False
Why?,Kisha,False
Mediocre (Version original),Ximena Sarinana,False
Und die Zeit vergeht,Geier Sturzflug,False
Wave,Carl Doy,False
I Heard You Cry,Russ Morgan,False
On The Road Again,Aerosmith,False
Another Lesson (Album Version),Hoods,False
Your Bad Heart,Mothers Pride,False
Please Me (24-Bit Digitally Remastered 02),Grand Funk,False
Homegrown,The Pharcyde,False
Essaywhuman?!!,The Roots,False
When I Think Of You,Janet Jackson,False
Albinoni's Adagio In G Minor (LP Version),The Doors,False
Metanoia,Rick Snel,False
Stay Real,Erick Sermon,False
Camelot,Richard Burton,False
Bill's Speech - A New Kind of Warrior,Rolfe Kent,False
Villagers Galloping To Battle,Dimitri Tiomkin,False
Sally Ann,The Cufflinks,False
Vitrier,Olivia Ruiz,False
Oooh_ Pooh,Pheeroan Aklaff,False
Agrade\xc3\xa7a Ao Pel\xc3\xb4,Moraes Moreira,False
The Hero Dies in This One,The Ataris,False
Newborn Blessing (World),Sharon Burch,False
I Feel So Good,J.B. Lenoir,False
Navy hymn,The Sun Harbor's Chorus-Documentary Recordings,False
Warm Spring Night,Claw Hammer,False
We Do It For the Money_ OBVIOUSLY! (Demo),Set Your Goals,False
You Don't Know Me,Charlie Rich,False
Gettin' Better,Tesla,False
I Need You,Screaming Jay Hawkins,False
Kitteldags,Finntroll,False
Coppershot,Bounty Killer,False
Please Don't Lie To Me,The Fabulous Thunderbirds,False
45 Pounds,Hey Colossus,False
Rue de Nantes,Oldelaf et Monsieur D,False
Dat Dere,Eldar,False
I Know That Car,Eddy Raven,False
Like It's Hot,DJ Spinn and DJ Rashad,False
The Story (get It On),Tanto Metro & Devonte,False
Dump,Mobb Deep featuring Nate Dogg,False
Ren Lai Ren Wang,Eason Chan,False
Chela,Sonora Carruseles,False
Intro/Chamber The Cartridge,Rise Against,False
Blank Eye Stare,Martriden,False
U North,James Newton Howard,False
Loose Talk,Carl Smith,False
Laula kanssain,Fredi,False
Main Title / The Searchers,Max Steiner,False
Judgement Day,Dokken,False
Hold On Baby,Janet Jackson,False
Give It To 'Em,Chops,False
We're Skrewed (Otto Von Schirach My Supernatural Motorcycle Gang Will Knife U Open Piss & Shit All Over Your Organic Starbucks =iPhone Bank Account Lifeless Lifestyle Remix),All Leather,False
Valerie (LP Version),Bad Company,False
I Cried All The Way To The Altar,Patsy Cline,False
Living The Dream,D:Fuse,False
Everything Your Heart Desires,Daryl Hall & John Oates,False
Wei Liang,Sandy Lam,False
Moses,Patty Griffin,False
Infernal Calling,Satan's Host,False
Taste It,Busta Rhymes,False
Einfach,Rhinostar,False
You've Lost That Lovin' Feelin',Fontella Bass,False
Emit Remmus (Album Version),Red Hot Chili Peppers,False
Towards Eternity,Old Man's Child,False
Lent\xc3\xa4v\xc3\xa4 kalakukko,Esa Pakarinen,False
Got The Bull By The Horns,Johnny Horton,False
Words With Fat Joe,Fat Joe,False
Some Lie For Love,L.A. Guns,False
Pei Chen Pin,Jerry Yan,False
Don't Worry Now (Performance Track In Key Of Db Without Background Vocals),Britt Nicole,False
Lifewalk,Demonbreed,False
Si Juras Regresar,Enrique Iglesias,False
No Meat Blues,Champion Jack Dupree With TS McPhee,False
Vaisakhi Wala Mela,XLNC,False
Watermelon Man (What A Mellow Goy),Artie Fishel & The Promised Band,False
Guarda Che Luna,Bob Azzam,False
Nivel De Mafia,Jesus Otero - Luny Tunes,False
Jack and Benton,Sean Callery,False
Safe Sex,Erick Sermon,False
London Bridge,Fergie,False
A Part Of Me,40 Grit,False
Space Station Liberty,Scott Glasgow,False
Strange Days ( LP Version ),The Doors,False
Hechizo,Gran Coquivacoa,False
Le chanteur malheureux,Claude Fran\xc3\xa7ois,False
Packing Up,Dorothy Norwood,False
No me imagino,Fran Perea,False
Walkin' In,Tracy Byrd,False
It Ain't The Meat It's The Motion (LP Version),Maria Muldaur,False
Iki Tas Corba,Mustafa Sandal,False
Cry On (Acoustic Demo),Bob Marley & The Wailers,False
Let It Be,The Cate Brothers,False
Acapulco Sunrise,Santana,False
Mirror (Album),Cinder,False
Guayabera,Johannes Linstead,False
Bruk Out and Wine,Elephant Man,False
Viens Danser Jeannette,Jean Segurel,False
Must Have Been The Devil,Otis Spann,False
Donde,Fania All Stars,False
Let The Church Rise,Carman featuring Commissioned & The Christ Church Choir,False
El Momento,Jaguares,False
My Saviour Is Lord,Oak Ridge Boys,False
Country Day,The Tragically Hip,False
I Go To Work,Kool Moe Dee,False
Cantares,Raphael,False
Sa La Re Wo Di Luo Mi Qu Yu Zhu Li Ye,Sammi Cheng,False
Nema Dana Ni Meseca,Reni,False
Is It You?,Lee Ritenour,False
Bottle It Up And Go,Big John Greer,False
Two Wheels In the Ditch,Undertakin' Daddies,False
I'm Wanderin',Jackie Wilson,False
Contact 00,Plump DJs,False
Oso Ego Kanenas,Konstantinos Galanos,False
La M\xc3\xa9moire Des Jours,Rapha\xc3\xabl,False
Intro,Papoose,False
Rette Mich Sp\xc3\xa4ter (Michael Ilbert Radio Mix),2raumwohnung,False
Did You Ever Go Steady,THE CHIFFONS,False
Monsters In Tinsel Town,Astrovamps,False
Atomic Beat Boy (Album Version),Helen Love,False
Dime Si Me Quieres,Andy & Lucas,False
Amen (Album Version),Jimmy Durante,False
Summer Shudder,AFI,False
Over Again (Album Version),Cavo,False
Slow Murder,Bill Laswell,False
The World'll Be OK,Teenage Fanclub,False
Daughters & Sons,The Highwaymen,False
Escape ( LP Version),Prince,False
Let It Shine,Santana,False
Never Fall,Bruisers,False
Todos mentimos,Diego Verdaguer,False
Suk The Blood,Lil Mz. 313 featuring DJ Rashad,False
Crushed Pears,The Balustrade Ensemble,False
En Un Pueblito Espa\xc3\xb1ol,Joselito,False
Ver de Feliz,BT,False
Undertow,Agnostic Front,False
I Want What I Want,Weirdos_ The,False
Bach Suite No. 1 In G Major (Gigue),John Williams,False
The Rock,Abijah,False
That's A Woman,Mark Wills,False
Back From The Garden (Live),S.U.P,False
Jump N Shout Featuring Slarta John (Radio Edit),Basement Jaxx,False
Try,Tree,False
Still Hurtin',George Jones,False
Why??? featuring TECH N9NE & Twista,Prozak,False
Get By (Disconnection Notice Bonus Track),Goldfinger,False
The Space Between,DAVE MATTHEWS BAND,False
She's Taken A Shine,John Berry,False
Poison Lips,Lord Sterling,False
Why,Fiona,False
I Need To Talk To Hank Hank,Forensics,False
Robot Kid,Anat Ben David,False
Helium,Cargo Cult,False
Mikawa Miya,Novika,False
Soldats Ne Tirez Pas,Gerard Lenorman,False
Almendra,Arturo Sandoval,False
Walk With You,Cama,False
Around And Around,The Rolling Stones,False
Sparnuotoji Doze. Laukimas,Svartthron,False
Plexis,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,False
Below The Stars,The Field Mice,False
All They Want,Singing Melody,False
Dab_dab_doo-Party In The Jungle,Taboo,False
NY Timbuctu,The Rongetz Foundation,False
Sing Your Freedom,White Heart,False
Loko,Kassav',False
Papito Charme,Koffi Olomid\xc3\xa9,False
Dance_ Dance,Fall Out Boy,False
A Fool's Advice,Joe Grushecky,False
Tanzen,Spitfire,False
One Fine Day,THE CHIFFONS,False
Tell Jesus [To Come To My House],Livingston Taylor,False
Manteca,Poncho Sanchez,False
He's Alright (Album Version),Fortitude,False
Wet The Club,Onyx,False
Prolog auf Erden,Equilibrium,False
In A Distant Place (World),R. Carlos Nakai,False
Por Arriesgarnos,Jennifer Lopez,False
Zero,Papa Wemba,False
Unbreakable,Ms. Dynamite,False
Run The Show featuring Don Omar [en Espanol],Kat DeLuna,False
Spritl\xc3\xa5ten,Ronny Eriksson,False
Who Was I Kidding,Martha Wainwright,False
Strikes-3,Atom,False
Rocks Off,The Rolling Stones,False
Skyline,Sean Quinn,False
I've Been Lonely (For So Long),Frederick Knight,False
Leader (Album Version),Phantom Planet,False
Brendan McGlinchey's Reel (Splendid Isolation) / Sweeney's Buttermilk (medley),Kevin Burke,False
Don't Make Me Wait For Love,Kenny G,False
Stop Whispering (US Version),Radiohead,False
Color of Seasons,Tr\xc3\xa8s,False
Death Or Jail,Sick Of It All,False
Judy's Jaunt,Oscar Pettiford,False
Missing,Nicola Fasano feat. Paula B.,False
The Best Of Radio Roy 1 (Best of 2009),Mario Rosenstock,False
Cornerstone,Shirley Caesar,False
The Name Is...,Fuel,False
C'est La Vie,Marc Lavoine,False
Gnosis,Paul Avgerinos,False
You Can't Hurry Love  (LP Version),Phil Collins,False
Wildcat Days (1999 Digital Remaster),Bryan Ferry,False
I'll Meet You In The Morning,Barbara Fairchild,False
Donizetti: Roberto Devereux: Ah! Ritorna qual ti spero....,Gaetano Donizetti,False
Warning,Incubus,False
Shelter Your Needs,Juliette & The Licks,False
Baile Da Pesada,Bangalafumenga,False
Tulip,Angels,False
Lonely No More,Humble Pie,False
Limelighters (feat. Camp Lo) / Flunkadelic Interlude,Aesop Rock,False
Prelude No. 2 (2000 Digital Remaster),Angel Romero,False
Last Good Time In Town,Eagles,False
Remember Me Lover (Album Version),Porcupine Tree,False
Little Miss Teasin' Brown,Jimmy Nelson,False
Hunting,Deep Forest,False
N\xc3\xa3o Adianta,Zeca Baleiro,False
Last Goodbye,The Gufs,False
Le Diable,Alexis HK,False
Jap,Sao Paris,False
Transes-Dimanche,Jacques Dutronc,False
Slum Goddess (Originally Performed by The Fugs),The Meatmen,False
8:00,Intars Busulis,False
Antidote For The Underdog,Less Than Jake,False
Swing Vagabond,Quadro Nuevo,False
No Answer (Outro),Lollipop Lust Kill,False
Not Today,Hotwire,False
Next Year,Foo Fighters,False
Joyride,Pinch,False
Our Love Is A Living Thing,Ed Ames,False
Boca Do Balao / Preta Pretinha / Juazeiro,Moraes Moreira,False
Zai Ai Shang Ni,Jacky Cheung,False
Happens All The Time,The Real Kids,False
Ex's And Oh's (Instrumental Version),Atreyu,False
Don't Stop The Music (Streetlight Album Version),DeGarmo & Key,False
Chaco (Album Version),Grant Geissman,False
I Need Love,Usher,False
Just An Illusion,Dave Weckl,False
Away in a Manger,Loretta Lynn,False
The Painter,Rance Allen Group,False
Memory,Uphill Battle,False
Ty\xc3\xb6nn\xc3\xa4 k\xc3\xa4nnykk\xc3\xa4 hanuriin,Jope Ruonansuu,False
Digitaria,Bill Laswell,False
Sensations,Bravehearts,False
It's Gonna Be Okay (Original Mix),Robin Fox,False
Give Me That Touch (The Touch Up Mix),Deborahe Glasgow,False
Como Caramelo De Lim\xc3\xb3n,2 Minutos,False
The Burning Season (Live),Primordial,False
Let's Seize The Time,Jimmy Cliff,False
Did You Get My Message?  (Live From Shubas),Jason Mraz,False
Maria Morena,Jyve V,False
Om,Jane Winther,False
Down On Me,Janis Joplin,False
Do You Know? (The Ping Pong Song),Enrique Iglesias,False
Rainbow Eyes,Rainbow,False
Should've Said No,Taylor Swift,False
Boy! What Love Has to Me!,Nancy Walker,False
Phorever People,Shamen,False
Hart(z) IV,Eko Fresh,False
